InvoiceID,Branch,CustomerType,Gender,ProductType,UnitPrice,Quantity,Tax,Total,PaymentType,Rating
459-45-2396,A,Member,Female,Food and beverages,99.6,3,14.94,313.74,Cash,5.8
717-96-4189,C,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,Cash,4.1
722-13-2115,C,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,Credit card,9.3
749-81-8133,A,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,Cash,6.8
777-67-2495,B,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,UPI,8.7
636-98-3364,B,Member,Female,Electronic accessories,26.26,3,3.939,82.719,UPI,6.3
246-55-6923,C,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,Credit card,5.1
181-82-6255,B,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,Cash,7
838-02-1821,C,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,Credit card,5.2
887-42-0517,C,Normal,Female,Sports and travel,83.14,7,29.099,611.079,Credit card,6.6
457-12-0244,C,Member,Female,Sports and travel,35.22,6,10.566,221.886,UPI,6.5
226-34-0034,B,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,UPI,9
321-49-7382,B,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,Credit card,5.2
397-25-8725,A,Member,Female,Health and beauty,39.62,9,17.829,374.409,Credit card,6.8
431-66-2305,B,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,Credit card,7.6
825-94-5922,B,Normal,Male,Sports and travel,25.31,2,2.531,53.151,UPI,7.2
641-62-7288,B,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,UPI,7.1
756-93-1854,C,Member,Female,Fashion accessories,83.35,2,8.335,175.035,Credit card,9.5
243-55-8457,A,Normal,Female,Food and beverages,74.44,10,37.22,781.62,UPI,5.1
458-10-8612,C,Normal,Male,Health and beauty,64.08,7,22.428,470.988,UPI,7.6
501-61-1753,B,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,UPI,9.8
235-06-8510,C,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,UPI,5.1
433-08-7822,C,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,UPI,7.5
361-85-2571,A,Normal,Female,Sports and travel,89.48,5,22.37,469.77,Cash,7.4
131-70-8179,A,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,Cash,4.2
500-02-2261,C,Normal,Female,Food and beverages,57.29,6,17.187,360.927,UPI,5.9
720-72-2436,A,Normal,Male,Food and beverages,66.52,4,13.304,279.384,UPI,6.9
702-83-5291,C,Member,Male,Fashion accessories,99.82,9,44.919,943.299,Cash,6.6
809-69-9497,A,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,UPI,5.7
449-16-6770,A,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,Credit card,5.3
333-23-2632,A,Member,Male,Health and beauty,10.08,7,3.528,74.088,Cash,4.2
489-82-1237,A,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,Credit card,7.3
859-97-6048,C,Member,Male,Electronic accessories,84.25,2,8.425,176.925,Credit card,5.3
676-10-2200,B,Member,Male,Fashion accessories,53.78,1,2.689,56.469,UPI,4.7
373-88-1424,C,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,UPI,7.9
365-16-4334,B,Normal,Female,Food and beverages,26.43,8,10.572,222.012,UPI,8.9
503-21-4385,B,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,UPI,9.3
305-89-2768,B,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,UPI,4.7
574-80-1489,B,Member,Female,Food and beverages,62.85,4,12.57,263.97,UPI,8.7
784-08-0310,C,Member,Female,Food and beverages,21.04,4,4.208,88.368,Cash,7.6
200-40-6154,B,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,Cash,5.7
846-10-0341,A,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,Cash,6.8
577-34-7579,C,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,Cash,5.4
430-02-3888,B,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,Cash,7.1
867-47-1948,C,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,Cash,7.8
384-59-6655,A,Member,Female,Food and beverages,98.66,9,44.397,932.337,Cash,8.4
256-58-3609,C,Member,Male,Fashion accessories,91.98,1,4.599,96.579,Cash,9.8
324-92-3863,A,Member,Male,Electronic accessories,20.89,2,2.089,43.869,Cash,9.8
593-08-5916,A,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,Credit card,7.4
364-34-2972,C,Member,Male,Electronic accessories,96.82,3,14.523,304.983,Cash,6.7
794-42-3736,B,Normal,Male,Food and beverages,33.33,2,3.333,69.993,Credit card,6.4
172-42-8274,B,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,Credit card,5.8
558-60-5016,A,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,UPI,7.2
195-06-0432,A,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,Credit card,9.3
605-03-2706,A,Normal,Female,Health and beauty,15.8,3,2.37,49.77,Cash,9.5
214-30-2776,B,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,Credit card,9
746-04-1077,B,Member,Female,Food and beverages,84.63,10,42.315,888.615,Credit card,9
448-34-8700,B,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,UPI,6.7
452-04-8808,B,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,Cash,5.5
531-56-4728,A,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,Cash,5.4
744-82-9138,C,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,Cash,8.2
883-69-1285,B,Member,Male,Fashion accessories,49.92,2,4.992,104.832,Credit card,7
221-25-5073,A,Normal,Female,Food and beverages,74.66,4,14.932,313.572,Cash,8.5
518-71-6847,B,Member,Male,Food and beverages,26.6,6,7.98,167.58,UPI,4.9
156-20-0370,B,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,Credit card,5.1
151-33-7434,B,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,Credit card,6.5
728-47-9078,C,Member,Male,Food and beverages,59.59,4,11.918,250.278,Cash,9.8
809-46-1866,A,Normal,Male,Health and beauty,58.15,4,11.63,244.23,Cash,8.4
139-32-4183,A,Member,Female,Sports and travel,97.48,9,43.866,921.186,UPI,7.4
148-41-7930,C,Normal,Male,Health and beauty,99.96,7,34.986,734.706,Cash,6.1
189-40-5216,C,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,Cash,6
374-38-5555,B,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,UPI,8.5
764-44-8999,B,Normal,Female,Health and beauty,14.76,2,1.476,30.996,UPI,4.3
552-44-5977,B,Member,Male,Health and beauty,62,8,24.8,520.8,Credit card,6.2
267-62-7380,C,Member,Male,Electronic accessories,82.34,10,41.17,864.57,UPI,4.3
430-53-4718,B,Member,Male,Health and beauty,75.37,8,30.148,633.108,Credit card,8.4
886-18-2897,A,Normal,Female,Food and beverages,56.56,5,14.14,296.94,Credit card,4.5
602-16-6955,B,Normal,Female,Sports and travel,76.6,10,38.3,804.3,UPI,6
745-74-0715,A,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,UPI,8.8
690-01-6631,B,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,UPI,6.6
652-49-6720,C,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,UPI,5.9
233-67-5758,C,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,UPI,6.2
303-96-2227,B,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,UPI,4.4
727-02-1313,A,Member,Male,Food and beverages,31.84,1,1.592,33.432,Cash,7.7
347-56-2442,A,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,Cash,4.1
849-09-3807,A,Member,Female,Fashion accessories,88.34,7,30.919,649.299,Cash,6.6
